precio dorm aseos m2 cent punt
544300 4 1.75 145 0 2
535000 4 1.75 146 0 3
651500 4 1.5 139 1 2
317000 6 3.5 197 0 2
615000 2 1.5 112 1 1
290000 4 2 145 0 1
320000 3 2 175 0 1
550000 4 2.75 207 0 2
620000 4 2.75 213 1 2
253500 3 1 113 0 1
474000 2 1 102 1 2
189000 2 2 158 0 1
1180000 5 2.25 304 0 3
265000 2 2 153 0 1
1125000 4 2.5 234 1 3
255000 5 1.75 183 0 2
5e+05 2 1.5 141 1 2
225000 2 1 97 0 2
395000 2 1.75 130 1 2
560000 3 2.75 151 0 2
810000 4 2 271 1 3
530000 5 2 281 0 2
460000 5 2.5 315 0 3
635200 4 1.75 152 1 2
2795000 5 3.25 426 1 4
299999 4 2 152 0 1
8e+05 3 1.75 140 1 3
968000 6 2.75 335 0 3
434000 3 1.75 154 0 2
510000 3 2 185 0 2
695000 5 1.75 166 1 3
412000 3 1 154 0 2
265000 3 1.5 145 0 2
648000 3 1.75 150 0 3
622000 4 1.75 281 0 3
206000 2 1 75 0 1
350000 3 1.5 144 0 2
1850000 5 3.25 342 1 3
465000 4 2.25 169 0 3
232000 4 2 134 0 1
218000 3 1.5 106 0 1
365000 4 2.5 167 0 2
206990 3 1 124 0 1
670000 3 1.75 161 1 2
1475000 3 2.75 363 1 3
410500 2 1 103 1 1
465000 3 2 145 1 2
289900 3 1.75 113 0 2
350000 3 1 105 1 1
672500 2 1.75 173 1 3
336000 4 1 165 0 1
636000 2 1.75 114 1 2
810000 5 2.75 357 0 3
685000 4 2 217 1 3
674000 4 2.5 261 0 2
1443920 4 3 346 1 3
550000 4 2 195 1 2
685650 3 1.75 138 1 3
445000 4 1.75 116 0 1
1300000 4 1.75 377 1 3
439950 2 1.75 112 1 2
589000 3 1 103 1 2
756450 4 2 298 0 2
550000 3 2 129 1 2
365000 4 2.5 177 0 2
338995 3 1.75 123 0 2
385000 3 0.75 124 0 2
7e+05 3 1.75 187 1 2
715000 3 1.5 155 1 2
661000 4 1.75 155 0 3
697000 4 1.75 155 0 3
1195000 5 2.75 339 0 3
535000 4 2 183 1 3
355000 5 2.75 235 0 2
320000 4 1.5 188 0 2
1110000 4 2.5 278 1 3
502000 3 1 159 1 2
247000 5 2 148 0 2
650000 4 2.5 196 1 2
815000 4 1.75 276 0 3
231000 4 1 113 0 1
375000 3 1 165 0 1
418000 3 2.5 193 0 3
718000 4 2.75 272 1 3
2e+05 2 1 80 0 1
857500 3 1.5 190 1 3
490000 4 2 153 1 2
4e+05 3 1 151 0 2
605000 4 2.75 155 0 2
432500 4 1.75 139 1 2
432000 5 2.75 191 0 2
368000 2 1.5 154 0 1
1712750 5 2.5 247 1 3
950000 3 2.75 255 0 3
575000 3 1.75 249 0 3
280000 4 2 159 0 3
625000 3 1.75 195 1 2
1650000 4 2.5 258 1 3
1e+06 5 3 311 1 3
850000 5 3.5 321 1 3
685000 4 2 213 1 2
680000 6 2 155 1 2
422500 3 1 118 0 2
570000 4 1.75 217 1 2
661254 4 4 213 1 2
680000 3 2 165 1 2
560000 3 2 217 0 2
592500 3 2 109 1 2
344950 3 1.75 174 0 3
257000 3 1 135 0 2
238000 1 1 49 1 1
733000 4 1.75 179 1 2
660000 3 2 193 1 2
735000 3 2.5 281 0 3
330000 3 2 202 1 2
545000 3 1.75 158 1 2
759950 4 3.5 195 1 3
710000 3 1.75 153 1 3
515000 4 2.5 212 0 3
638000 3 2 154 1 2
677915 3 2 162 1 2
730000 7 2.75 289 1 2
352450 3 2 133 0 2
379950 4 1.75 183 0 2
1295000 5 4 412 1 3
689000 4 2.5 227 1 3
835000 5 2.75 229 1 3
243000 3 1.75 111 0 2
410000 4 2.5 158 1 2
363500 4 1.75 203 0 2
199950 2 1 65 0 1
537000 3 1.75 144 0 2
317000 3 1 118 0 2
191000 2 1 84 0 1
515000 2 1 98 1 2
302000 5 1.75 219 0 2
420000 3 1 166 1 3
760000 5 2 364 1 2
235000 3 1 118 0 1
343000 2 1 103 0 1
435000 3 2 219 0 2
240000 3 1.5 126 0 2
319950 2 1 99 0 2
285950 2 1 66 0 1
275000 2 1.75 194 0 2
173000 4 2 111 0 2
305000 3 1 76 0 1
614950 3 1 139 1 2
350000 3 1 98 1 1
260000 5 1 149 0 2
337000 3 1 99 1 2
2300000 4 2.5 313 1 3
320000 3 2 116 0 2
201000 3 1 94 0 1
735000 4 1.75 229 1 2
305000 4 2.25 217 0 2
675000 3 1.75 178 1 2
915000 3 2.75 260 1 2
460000 2 1.75 129 1 1
666570 4 2 216 0 2
290000 2 1 88 0 1
402000 2 1 66 1 2
430000 4 2.5 187 0 3
425000 2 1 108 0 2
695000 3 2.25 242 0 3
675000 4 3 258 1 2
481000 3 2.75 213 0 2
2546000 4 3 389 1 3
641000 3 1.75 151 1 2
290000 2 1 116 0 2
605000 4 2 169 1 2
415000 4 1.5 251 0 3
527950 4 1.75 164 1 2
678100 3 1.75 172 1 3
440000 3 1.75 152 0 2
525000 4 1.75 169 0 2
664000 4 2.5 174 1 3
313100 3 2 160 0 1
770000 4 2.25 254 1 2
1580000 4 2.5 269 1 3
781000 3 2.5 192 1 3
790000 4 2.5 208 1 3
696500 4 2.75 236 1 2
249000 4 2 119 0 1
1140000 4 2.25 308 0 3
1100000 3 2 222 1 3
520000 4 1 193 0 2
785000 3 2 194 1 2
545000 3 2.5 142 1 2
634950 3 3 203 1 3
1272000 4 3.25 281 1 3
520000 3 2 140 0 2
1328000 4 2.25 303 1 3
850000 2 2 245 1 3
505000 4 1.75 180 1 2
940000 4 2.25 260 1 3
265000 5 1.5 139 0 1
250000 3 1.75 111 0 1
1e+06 4 3.5 278 1 3
520000 4 3.5 254 0 3
370000 3 1.75 153 0 2
390500 2 1.75 136 0 2
403000 3 2 182 0 3
375000 4 1.75 174 0 1
1900000 4 2.5 342 1 3
3e+05 5 2.5 194 0 2
431000 3 1.75 154 0 2
597000 4 2.5 212 1 3
1160000 5 1.75 267 0 3
364500 3 1.75 162 0 2
459950 3 1.75 172 0 1
530000 4 2.25 180 0 2
471001 3 1.75 167 1 2
610000 4 2.5 195 1 3
537500 5 2.5 403 0 3
705000 2 2 153 1 2
191000 3 1 78 0 1
592000 3 1.75 145 1 3
549000 3 2 145 1 2
199000 2 1 67 0 1
765000 4 2.75 247 1 3
329900 3 1.75 155 0 2
875000 4 2.25 346 0 3
665000 3 2 180 1 2
475000 3 1.75 141 1 1
505000 3 2 103 1 2
409950 2 1.75 127 1 1
860000 4 1.75 176 1 2
349950 4 1.75 165 0 2
449250 4 2 137 1 2
262500 3 1.75 210 0 2
518000 4 2.5 216 1 3
235000 3 1 116 0 2
599950 5 3 242 1 3
880000 4 2.5 285 1 3
470000 2 1 111 1 2
202950 2 1 98 0 1
622000 4 1.75 249 1 3
292000 3 1.75 161 0 2
535610 3 1 150 1 2
255500 4 1 127 0 1
558000 2 2 147 1 1
424000 3 1.75 106 1 2
219950 2 1 87 0 2
375000 4 2.25 135 0 2
590000 4 2.25 235 0 3
475000 4 2.5 172 1 2
947500 3 2.75 277 0 3
639950 2 1.75 165 1 2
689888 4 2.25 179 1 3
267500 3 1 101 0 2
140000 2 1 100 0 1
760000 4 2.5 256 1 2
495000 4 2 190 1 2
769950 3 2 203 1 2
420000 2 1 195 1 2
975000 6 3 318 0 3
665000 3 2.75 179 1 2
223000 3 2 122 0 1
460000 2 2 100 1 1
392800 2 1 69 1 1
480000 5 1.75 193 0 2
405000 4 2.5 243 0 2
800500 4 2.5 165 1 3
517950 3 2 131 1 2
319500 3 1 111 0 1
1580000 4 3.25 349 1 3
795000 4 2.5 271 0 3
480000 3 1.75 149 0 3
430000 3 2 144 0 2
999000 5 3.5 261 1 3
513000 4 2.75 188 0 2
974350 4 2.5 287 0 3
593000 5 2.5 245 1 2
159995 2 1 93 0 1
430000 3 1 107 1 1
417000 3 1.5 232 0 2
349990 3 1 125 0 1
272925 2 1 119 1 1
230000 3 2 159 0 2
430000 3 1.75 111 0 2
378000 4 1 121 0 2
750000 2 2.25 176 1 3
1025000 3 2.75 258 1 3
615000 3 1.75 177 1 2
1989000 3 2.5 268 1 3
4e+05 3 1.75 145 0 2
412000 3 1 93 1 2
395000 4 1.75 143 0 1
195000 2 1 74 0 1
719000 3 1.75 167 1 2
984000 4 2.25 222 0 3
1045000 4 2.25 244 1 3
685000 4 2.75 154 1 2
570000 4 3 229 1 2
1e+06 4 2 165 1 3
2230000 3 3 336 0 3
855000 3 2 290 0 3
260000 3 2 109 0 1
295000 4 2 91 0 2
177000 3 1 81 0 1
390000 3 1 111 0 1
1295000 2 2.5 270 0 3
565500 3 1.75 165 0 2
405000 6 2 260 0 2
352500 3 1.5 137 0 2
289000 3 1.75 147 0 2
308500 2 2 78 0 1
989900 5 2.25 308 1 3
620000 4 3 198 1 2
343000 5 3.5 230 0 2
1050000 4 3 286 1 3
174950 3 1 98 0 1
710000 3 1.75 226 1 2
6e+05 5 2 203 0 2
263950 3 1.75 158 0 2
393000 4 2 135 0 2
1020000 4 3 253 1 3
1425000 5 3 264 1 3
972000 4 1.75 187 1 3
724950 4 2.5 266 1 2
269950 4 2.5 236 0 2
1105000 4 1.5 255 1 3
615000 3 1.75 155 1 2
1535000 4 4.5 536 1 3
1081000 4 2.25 195 0 3
937750 4 2.75 240 1 2
390000 3 2 171 0 2
805000 3 2.25 266 0 3
1051000 4 3 271 0 3
350000 3 1 166 1 2
615000 3 1 166 1 2
710000 4 1.75 186 1 2
915000 3 2.25 222 1 3
667500 3 2 175 1 2
192500 1 1 44 0 1
439800 3 1.5 104 0 2
3065000 5 3 386 1 4
360000 4 2 249 0 3
340000 3 2 132 0 2
635250 3 2.25 205 1 3
314000 5 2.75 205 0 2
625000 4 2 203 1 3
190000 3 1.75 129 0 2
255000 3 2.25 162 0 2
1046250 2 3 216 1 3
707500 4 4 144 1 2
319000 3 2.5 150 0 2
825000 4 3 270 1 3
276000 1 0.75 34 1 1
551100 3 1 133 0 2
421000 3 2 132 0 2
861000 3 2 234 1 3
1650000 3 2.25 255 0 2
387000 3 1 114 0 2
175000 2 1 69 0 1
575000 2 1 91 1 2
1220000 4 3.75 327 1 3
619850 4 2.5 211 1 3
480000 4 2.25 164 1 2
560000 3 1.75 186 1 2
320000 6 2.75 224 0 2
423000 3 1.75 102 0 2
7e+05 4 1.75 174 1 3
265000 2 1.75 101 0 3
1190000 4 2.5 294 0 3
1100000 4 2.75 317 1 3
402000 3 1.75 147 1 2
482500 4 3 151 1 2
259000 4 1.5 117 0 2
750000 3 3.75 229 1 3
310000 3 2 120 0 1
625000 4 2.25 192 1 3
1681000 5 5.25 449 1 3
235000 5 1 139 0 1
599995 3 1 151 1 2
1850000 4 3.25 270 1 3
620000 4 2.5 177 1 2
265000 3 1 94 0 1
645000 3 3.75 190 1 2
3e+05 3 2 67 0 1
1120000 5 2.75 409 1 3
1675000 5 3.25 424 1 3
812000 3 2 183 1 3
538000 3 2.75 186 0 2
1690000 3 1.75 316 1 3
265000 5 2.75 271 0 2
572000 3 1.75 172 0 1
719000 4 2.75 205 1 2
312000 3 2.5 192 0 1
464000 3 2 151 0 2
994000 3 2.25 233 1 3
339300 3 2 90 0 2
313000 3 1.75 123 1 2
325000 2 1 99 0 1
960000 4 2.5 262 1 3
475000 3 1.75 211 0 3
825000 3 1.75 193 1 3
765000 3 1.5 139 1 3
564000 3 1.75 184 0 2
415000 3 2 187 0 3
475000 4 3 224 1 2
215000 3 2 164 0 2
660000 3 3 217 1 3
660000 3 2 164 1 3
390000 3 1.75 174 0 2
780000 3 2 242 1 2
467000 3 1 154 1 2
399000 3 1.75 151 0 1
1220000 4 2 287 1 3
665000 4 2.75 225 1 2
250000 4 1 123 0 1
372000 4 1.75 176 0 2
393500 3 1.75 149 1 2
1550000 5 3.25 313 0 3
705000 5 3 221 1 2
456000 4 1.75 155 1 2
205000 3 1 89 0 1
623000 3 2.5 172 1 3
960000 4 2.25 224 1 3
565000 3 2.25 158 1 2
399950 5 2 256 0 2
439000 3 2.25 207 0 3
202500 3 2 143 0 1
534000 4 2.25 198 0 2
4e+05 3 1.75 173 0 1
329000 4 2 111 0 2
1307000 5 3.25 260 1 3
887000 6 2.25 356 0 3
1600000 3 2.25 295 1 3
1030000 4 3.5 254 1 3
670000 5 2.5 266 0 3
189000 3 1 128 0 1
411715 3 1.75 171 0 2
269900 5 1.75 163 0 2
254000 3 1 94 0 1
416000 2 1 87 0 2
253000 3 1.5 82 0 1
305000 2 2.25 150 0 2
253000 2 1.75 113 0 2
360000 4 2 151 0 2
710000 2 1.5 152 1 2
651000 3 1.5 176 1 2
213000 3 1.75 111 0 2
350000 4 2.25 165 0 2
310000 5 2 254 0 2
680000 4 1 154 1 2
980000 4 2.5 254 1 3
1310000 4 2.25 348 1 3
376000 4 2.25 204 0 3
245000 2 1 62 1 1
2195000 5 3.25 484 0 3
660000 3 1.75 123 1 2
470000 3 2.25 170 0 3
210000 2 1 82 0 1
763000 4 1.75 172 1 3
569000 4 2 161 1 2
146300 3 1 111 0 1
890000 4 2.75 215 1 3
665000 3 2 151 1 3
518000 4 2.75 227 1 3
310000 3 1.75 138 0 2
230000 3 1.5 151 0 2
1650000 4 3.5 398 1 3
465000 3 1.5 84 1 1
446000 5 2.75 203 0 2
520000 3 1.5 147 1 2
813500 4 2 235 1 3
1015000 3 2.5 271 1 3
420000 3 1 122 0 2
501000 3 1.75 137 0 2
240000 3 2 96 0 2
191000 2 1 65 0 1
1225000 5 2.25 320 1 3
475300 3 1 196 1 2
421000 3 1.75 102 0 2
230000 5 1 131 0 2
425000 3 2.25 162 0 3
360500 3 2.5 307 0 3
208000 3 1 98 0 1
225000 3 1 104 0 1
132825 3 1.5 112 0 1
219950 3 1.5 112 0 1
580000 5 2 180 1 2
625000 2 1.75 185 1 2
650000 4 2.75 242 1 3
242000 3 1.75 147 0 2
515000 5 3.25 255 0 2
153000 2 1 66 0 1
1298000 4 3.5 259 1 3
805000 4 2.75 224 1 3
209995 2 1 65 0 1
745000 3 1.75 190 1 3
1185000 3 2.75 232 1 3
526000 3 1 123 0 2
187250 2 1 66 0 1
735000 3 2.25 218 1 2
110000 3 1 116 0 1
265000 4 1.75 177 0 1
1085000 3 2.75 295 1 3
1970000 8 3.5 412 1 3
680000 3 2.25 169 1 2
254950 4 2 203 0 2
620000 4 2.5 253 0 2
350000 2 1 67 0 1
399000 4 2.5 195 0 2
364000 4 1 95 1 1
669000 3 1 145 1 2
475000 4 2 195 1 2
1735000 3 2.5 400 0 3
189950 3 1 85 0 1
160000 2 1 97 0 1
840000 4 1.75 216 1 3
179950 3 1 85 0 1
648752 3 2.25 191 1 3
630100 4 2.75 177 1 2
250000 3 1 113 0 1
416000 2 1 82 1 1
375000 3 1.75 117 1 2
219500 3 1 101 0 1
465000 4 2.5 194 1 2
601000 4 1.75 181 1 2
468000 3 1.5 170 0 2
386100 3 2 118 1 2
545000 4 1.75 190 0 2
570000 3 2 118 1 2
160000 2 1 95 0 1
290000 4 2.75 208 1 2
6e+05 2 1.75 145 1 2
375000 1 1 74 0 1
565000 2 1.75 160 1 2
183000 3 1 81 0 1
635000 3 1.5 208 1 2
355300 3 2.5 151 0 2
920000 4 3.25 225 1 3
550000 3 2.25 126 1 2
710000 4 2.25 186 0 3
2005000 6 4.5 354 0 3
211000 3 1.5 125 0 1
327500 2 1 77 1 1
349950 4 2 164 0 2
990000 3 2.75 232 1 3
680000 4 1.5 175 0 3
845000 3 2 236 1 3
739000 4 3 253 1 3
217000 3 1 81 0 1
590000 4 2.5 344 0 3
421000 2 1.5 130 1 2
270000 4 1.5 179 0 2
275000 3 1 111 0 2
550000 1 1.5 177 0 3
184900 2 1 114 0 1
195000 3 1.5 98 0 1
275000 4 1 100 0 1
871000 5 1.75 219 1 2
255000 4 1.75 89 0 1
217000 2 1 67 0 1
619400 4 2 194 1 2
778000 3 2 171 1 2
1595000 4 2.5 277 1 3
428000 2 1.75 184 0 2
360000 4 1.75 199 0 2
637000 4 2.75 203 1 2
411000 4 2.75 200 0 3
455000 4 3 230 0 2
2027000 4 3.75 381 1 4
1990000 5 3 416 1 4
7e+05 3 1 146 1 3
640000 4 3 273 0 3
344000 4 2.5 195 0 2
705000 2 1.75 216 1 3
1695000 2 2.25 295 1 3
883000 4 2.25 224 1 3
244000 2 1 89 0 1
397000 3 1.75 152 1 2
718000 3 1 96 1 2
253400 3 2 130 0 2
462000 3 1.75 121 1 2
660500 5 2.5 274 1 2
339000 3 1.75 107 0 2
760000 5 3.5 295 0 3
1855000 5 3.25 517 1 3
529999 3 2.5 159 1 3
230000 3 1.5 124 0 2
189900 2 1 93 0 1
380000 5 1.75 279 0 2
959000 3 2.5 308 1 3
425000 3 1.75 128 0 2
543200 6 2.25 262 0 2
579950 4 2.5 268 0 3
881000 5 3 233 1 3
243950 2 1 104 0 1
2920000 4 4.75 425 1 3
424305 3 2.5 149 0 3
468000 4 2.5 230 0 3
480000 5 3 208 1 2
255950 4 1 139 0 2
337000 3 2.5 208 0 2
630000 4 2 150 1 2
780000 5 2.5 154 1 3
245000 3 1.5 144 0 2
840000 7 4.5 399 0 3
340000 3 1.75 161 0 1
545000 3 2 150 0 2
280000 3 1.75 144 0 2
849000 3 1.75 234 1 3
695000 4 3.5 308 0 3
680000 4 2.75 206 1 2
665000 2 2 150 1 3
562000 3 2 233 1 3
745000 4 2.75 224 1 3
2950000 4 3.25 361 1 3
250200 3 1.5 110 0 2
1100000 3 2.25 145 1 2
245000 2 1 95 0 1
595888 3 1.75 174 1 3
1050000 4 3.25 342 0 3
1325000 4 3.25 265 1 3
410000 3 2.75 157 1 2
430000 3 1.75 320 0 3
379000 4 1.5 119 0 2
693000 3 2.25 194 0 3
543000 2 1 99 1 2
237950 3 1.75 122 0 1
572000 3 2.25 173 0 2
495000 3 3 141 1 2
1150000 2 2.25 216 1 3
455000 3 1.75 164 0 3
250000 3 2 145 0 2
1165000 3 2.5 248 1 3
607000 3 2 191 1 2
2147500 3 3.5 433 1 3
740000 3 3.5 225 1 3
9e+05 4 2.5 207 1 3
650000 5 2.25 223 0 2
519000 5 2.75 243 0 3
569000 4 1.75 223 0 3
732000 3 2 180 0 3
6e+05 4 1.75 168 1 3
350000 3 1 94 1 2
562000 3 2.5 223 0 3
380000 3 1.5 143 0 2
575000 3 2 163 0 2
850000 3 2.25 181 1 3
435000 1 1 62 1 1
503000 4 2.75 195 1 2
234000 3 2 152 0 1
734200 4 2.5 256 1 2
554600 3 1.75 137 1 2
396450 3 1.75 143 0 3
415000 4 2 165 0 2
592500 4 2.5 313 0 3
295000 4 2 159 0 2
410000 4 2.25 200 0 3
577000 3 1.75 162 1 2
471000 2 1.75 115 0 2
1411600 2 2.5 295 1 3
1505000 2 2.5 295 1 3
449999 4 1.75 213 0 2
270000 3 1 94 0 2
1001000 4 2 288 1 2
720000 4 2.25 224 0 3
285000 4 1.75 134 0 1
811000 3 3 229 1 3
287500 4 2 113 0 2
522500 4 1.75 195 1 2
399500 4 1.5 154 1 2
250000 3 1 94 0 1
745000 5 4 438 0 3
455000 4 2 197 0 2
920000 4 2.75 292 1 3
735000 4 3 220 1 2
374000 4 1.75 206 0 2
257500 3 2 121 0 2
1003000 4 2.5 207 1 3
1185000 3 2.25 256 1 3
374500 3 1 89 0 2
512500 4 1.75 151 1 2
263000 4 2.75 170 0 2
306000 2 1.75 111 1 2
580000 4 2.75 298 1 2
440000 3 2.75 145 1 2
178500 3 1 111 0 2
550000 3 2 170 0 3
1550000 4 3.5 303 1 3
1800000 4 2.5 308 1 3
435000 2 1 70 1 2
820000 4 2.75 225 1 2
875000 3 2.75 212 1 2
710000 4 2.5 267 0 3
390000 4 2.5 239 0 2
450000 3 1.75 125 1 2
299000 3 1.75 110 0 2
680000 3 2.5 167 1 2
199900 4 1.75 166 0 1
485000 4 1.75 117 1 2
429950 3 1.75 133 1 2
229950 4 1.5 146 0 1
405000 3 1.5 94 1 2
1450000 4 3.25 350 1 3
505000 2 3 257 0 3
630000 4 2 164 1 2
835000 4 2 177 1 3
6e+05 4 2.5 194 0 3
278000 5 1.5 169 0 2
420000 3 1.5 143 0 2
540000 2 1.75 136 1 2
370000 3 2.5 184 0 3
410000 3 1.5 116 0 2
545000 5 2.5 254 0 2
725000 3 2 169 1 2
268000 4 3 171 0 3
1010000 4 2.75 273 1 3
529950 4 2.75 173 0 3
945000 4 2.5 270 1 3
675000 4 2.75 212 1 3
724950 4 1.75 182 1 3
1356920 4 3.5 397 1 3
226000 4 1.5 111 0 2
1410000 2 2 203 0 3
663000 3 2 137 1 2
850000 5 3 362 0 3
320000 3 1 130 0 2
5e+05 4 2.25 211 1 2
465000 3 1 107 0 2
